Provincia,Comune,Grado Scolastico,Descrizione Scuola,Cod Sede,Cod Scuola,Denominazione Scuola,Indirizzo e n. civico,C.A.P.,Comunita Collinare,Comunita Montana
AL,CASALE MONFERRATO,4,I. T. INDUSTRIALE/I.T. SETT TECNOLOGICO,60011174,ALTF014015,A. SOBRERO,VIA CANDIANI D'OLIVOLA 19,15033,,
AL,CASALE MONFERRATO,4,LICEO CLASSICO,60011175,ALPC00901C,CESARE BALBO,VIA GALEOTTO DEL CARRETTO 1,15033,,
AL,CASALE MONFERRATO,4,LICEO LINGUISTICO,60011176,ALPC00901C,CESARE BALBO,VIA VERCELLI 1,15033,,
AL,CASALE MONFERRATO,4,LICEO SCIENTIFICO,60011177,ALPS00901G,PALLI,VIA GALEOTTO DEL CARRETTO 1,15033,,
AL,CASALNOCETO,1,SCUOLA D'INFANZIA,60011178,ALAA81202P,DI CASALNOCETO,VIA VOLPEDO 1,15052,,
AL,CASALNOCETO,2,SCUOLA PRIMARIA,60011179,ALEE81201V,BIDONE,VIA VOLPEDO 1,15052,,
AL,CASALNOCETO,2,SCUOLA PRIMARIA,60011180,ALEE812031,PAOLO VI,VIA LUGANO 40,15052,,
AL,CASSANO SPINOLA,1,SCUOLA D'INFANZIA,60011181,AL1A01500P,FERLOSIO E CORTE,VIA STAZIONE 4,15063,,
AL,CASSANO SPINOLA,2,SCUOLA PRIMARIA,60011182,ALEE80702C,NICOLA MONTEMANNI,VIALE STAZIONE 4,15063,,
AL,CASSANO SPINOLA,3,SCUOLA SEC. I GRADO,60011183,ALMM80702B,D. ALIGHIERI,VIALE STAZIONE 1,15063,,
AL,CASSINE,1,SCUOLA D'INFANZIA,60011184,ALAA80902V,DI CASSINE,VICOLO DEI FORNAI 2,15016,ALTO MONFERRATO ACQUESE,
AL,CASSINE,2,SCUOLA PRIMARIA,60011185,ALEE809024,DANTE ALIGHIERI,PIAZZA VITTORIO VENETO 2,15016,ALTO MONFERRATO ACQUESE,
AL,CASSINE,3,SCUOLA SEC. I GRADO,60011186,ALMM809023,G. VERDI,PIAZZA VITTORIO VENETO 2,15016,ALTO MONFERRATO ACQUESE,
AL,CASSINELLE,1,SCUOLA D'INFANZIA,60011187,ALAA808034,DI CASSINELLE,PIAZZA S. DEFENDENTE 6,15070,,ALTA VALLE ORBA VALLE ERRO E BORMIDA DI SPIGNO
AL,CASSINELLE,2,SCUOLA PRIMARIA,60011188,ALEE808017,FILIPPO SERPERO,PIAZZA SAN DEFENDENTE 6,15070,,ALTA VALLE ORBA VALLE ERRO E BORMIDA DI SPIGNO
AL,CASTELLAZZO BORMIDA,1,SCUOLA D'INFANZIA,60011189,ALAA816011,DI CASTELLAZZO BORMIDA,SPALTO MARTIRI LIBERTA' 21,15073,,
AL,CASTELLAZZO BORMIDA,2,SCUOLA PRIMARIA,60011190,ALEE816016,G. SCAVIA,SPALTO MARTIRI DELLA LIBERTA' 21,15073,,
AL,CASTELLAZZO BORMIDA,3,SCUOLA SEC. I GRADO,60011191,ALMM816015,G. POCHETTINO,VIA E. BOIDI 2,15073,,
AL,CASTELLETTO D'ORBA,1,SCUOLA D'INFANZIA,60011192,ALAA82101C,DI CASTELLETTO D'ORBA,VIA MARTIRI DELLA BENEDICTA 10,15060,,
AL,CASTELLETTO D'ORBA,2,SCUOLA PRIMARIA,60011193,ALEE82102P,G. MARCONI,PIAZZA G. MARCONI 1,15060,,
AL,CASTELLETTO D'ORBA,3,SCUOLA SEC. I GRADO,60011194,ALMM82102N,MARCONI,PIAZZA MARCONI 1,15060,,
AL,CASTELLETTO MONFERRATO,1,SCUOLA D'INFANZIA,60011195,ALAA007028,DI CASTELLETTO M.TO,PIAZZA ASTORI 5,15040,,
AL,CASTELLETTO MONFERRATO,2,SCUOLA PRIMARIA,60011196,ALEE00709R,DI CASTELLETTO M.TO,PIAZZA ASTORI 1,15040,,
AL,CASTELNUOVO SCRIVIA,1,SCUOLA D'INFANZIA,60011197,ALAA81901C,C. GUERRA,VIA FLAVIO TORTI N. 3,15053,,
AL,CASTELNUOVO SCRIVIA,2,SCUOLA PRIMARIA,60011198,ALEE81901N,M. M. BANDELLO,PIAZZA VITTORIO VENETO 5,15053,,
AL,CASTELNUOVO SCRIVIA,3,SCUOLA SEC. I GRADO,60011199,ALMM81901L,F. M. BAXILIO,VIALE IV NOVEMBRE 63,15053,,
AL,CELLA MONTE,1,SCUOLA D'INFANZIA,60011200,ALAA81402A,CELLA MONTE,VIA MATILDE FRANCIA 12,15034,UNIONE COLLINARE DEL MONFERRATO,
AL,CERRINA MONFERRATO,1,SCUOLA D'INFANZIA,60011201,ALAA81101T,DI CERRINA,VIA DANTE ALIGHIERI 21,15020,DELLA VALCERRINA,
AL,CERRINA MONFERRATO,2,SCUOLA PRIMARIA,60011202,ALEE811013,ESTER DE PETRINI BOLLO,VIA DANTE ALIGHIERI 30,15020,DELLA VALCERRINA,
AL,CERRINA MONFERRATO,3,SCUOLA SEC. I GRADO,60011203,ALMM811023,FULVIO OPEZZO,VIA DANTE ALIGHIERI 28,15020,DELLA VALCERRINA,
AL,CONZANO,1,SCUOLA D'INFANZIA,60011204,ALAA823047,ENRICHETTA GALLEANI VIDUA,VIA U. GAROGLIO 42,15030,,
AL,CONZANO,2,SCUOLA PRIMARIA,60011205,ALEE82303B,DON UGO GAROGLIO,VIA U. GAROGLIO 40,15030,,
AL,CREMOLINO,1,SCUOLA D'INFANZIA,60011206,ALAA02709R,DI CREMOLINO,VIA PIANDELMO,15010,,ALTA VALLE ORBA VALLE ERRO E BORMIDA DI SPIGNO
AL,CREMOLINO,2,SCUOLA PRIMARIA,60011207,ALEE02705T,L. DA VINCI,VIA PIANDELMO,15010,,ALTA VALLE ORBA VALLE ERRO E BORMIDA DI SPIGNO
AL,FELIZZANO,1,SCUOLA D'INFANZIA,60011208,ALAA81801L,E. FOA',VIA CARBONAZZI 75,15023,,
AL,FELIZZANO,2,SCUOLA PRIMARIA,60011209,ALEE81801T,G. PASCOLI,CORSO VITTORIO VENETO 50,15023,,
AL,FELIZZANO,3,SCUOLA SEC. I GRADO,60011210,ALMM81801R,B. REALINO,PIAZZA PAOLO ERCOLE 6,15023,,
AL,FRANCAVILLA BISIO,1,SCUOLA D'INFANZIA,60011211,AL1A80601X,A. GIRIODI,VIA ROMA 10,15060,,
AL,FRANCAVILLA BISIO,2,SCUOLA PRIMARIA,60011212,ALEE80608V,DI FRANCAVILLA,VIA ROMA 10,15060,,
AL,FRASSINELLO MONFERRATO,2,SCUOLA PRIMARIA,60011213,ALEE82305D,E. e D. BUSCAGLINO,PIAZZA DELL'ASSUNTA 1,15035,,
AL,FRASSINETO PO,1,SCUOLA D'INFANZIA,60011214,ALAA82204B,G. RODARI,VIA ROMA 6,15040,,
AL,FRASSINETO PO,2,SCUOLA PRIMARIA,60011215,ALEE82204L,GREPPI ALFIERI,VIA PO 1,15040,,
AL,FRESONARA,1,SCUOLA D'INFANZIA,60011216,ALAA024055,E. DE AMICIS,VIA MARCONI 69,15064,,
AL,FRESONARA,2,SCUOLA PRIMARIA,60011217,ALEE02405A,E. DE AMICIS,VIA MARCONI 69,15064,,
AL,FRUGAROLO,1,SCUOLA D'INFANZIA,60011218,ALAA816066,MARIETTA VISCONTI,VIA A. GOVERNA,15065,,
AL,FRUGAROLO,2,SCUOLA PRIMARIA,60011219,ALEE81606B,GIOVANNI XXIII,VIA G. MATTEOTTI 46,15065,,
AL,FUBINE,1,SCUOLA D'INFANZIA,60011220,ALAA81802N,DI FUBINE,VIA SAN GIOVANNI BOSCO 15,15043,,
AL,FUBINE,2,SCUOLA PRIMARIA,60011221,ALEE81802V,PIETRO ROBOTTI,VIA MICHELE PAVARANZA 18,15043,,
AL,FUBINE,3,SCUOLA SEC. I GRADO,60011222,ALMM81803V,DI FUBINE,VIA MICHELE PAVARANZA 18,15043,,
AL,GABIANO,1,SCUOLA D'INFANZIA,60011223,ALAA81103X,FRANCO ANGELO,VIA SAN PIETRO 27/BIS,15020,DELLA VALCERRINA,
AL,GABIANO,2,SCUOLA PRIMARIA,60011224,ALEE811024,GIOVANNI REGGIO,VIA SAN PIETRO 27 bis,15020,DELLA VALCERRINA,
AL,GAMALERO,1,SCUOLA D'INFANZIA,60011225,ALAA815015,GAMALERO,PIAZZA ALDO MORO 5,15010,,
AL,GARBAGNA,1,SCUOLA D'INFANZIA,60011226,ALAA81205T,DI GARBAGNA,VIA ARGO 6,15050,,VALLI CURONE GRUE OSSONA
AL,GARBAGNA,2,SCUOLA PRIMARIA,60011227,ALEE812064,G. PASCOLI,VIA ROMA 42,15050,,VALLI CURONE GRUE OSSONA
AL,GAVI,1,SCUOLA D'INFANZIA,60011228,AL1A01700A,PRINCIPE ODDONE,VIA G. MAMELI 92,15066,,
AL,GAVI,2,SCUOLA PRIMARIA,60011229,ALEE80606R,GAETANO E LEOPOLDO ROMANO,PIAZZA DANTE ALIGHIERI 1,15066,,
AL,GAVI,3,SCUOLA SEC. I GRADO,60011230,ALMM80601E,CORNELIO DE SIMONI,VIA CAVALIERI DI V.VENETO 26,15066,,
AL,GIAROLE,1,SCUOLA D'INFANZIA,60011231,ALAA82205C,DI GIAROLE,VIA MARCONI 14,15036,,
AL,GREMIASCO,1,SCUOLA D'INFANZIA,60011232,ALAA81203Q,DUSIO BONFIGLIO,VIA SOLDATI DISPERSI IN RUSSIA N. 8,15050,,VALLI CURONE GRUE OSSONA
AL,GRONDONA,2,SCUOLA PRIMARIA,60011233,ALEE81302Q,GALILEO GALILEI,VIA ADUA 10,15060,,VAL BORBERA E VALLE SPINTI
AL,ISOLA SANT'ANTONIO,1,SCUOLA D'INFANZIA,60011234,ALAA82004Q,C. POGGI,VIA BALDUZZI 10,15050,,
AL,ISOLA SANT'ANTONIO,2,SCUOLA PRIMARIA,60011235,ALEE820041,EDMONDO DE AMICIS,PIAZZA G. GARIBALDI 1,15050,,
AL,LERMA,1,SCUOLA D'INFANZIA,60011236,AL1A018006,GANDINO SOLIMANO,VIA MARCONI 18,15070,,ALTA VAL LEMME ED ALTO OVADESE
AL,LU,1,SCUOLA D'INFANZIA,60011237,AL1A019002,G. COLLI,VIA G. COLLI 24,15040,,
AL,LU,2,SCUOLA PRIMARIA,60011238,ALEE82308L,DON FILIPPO RINALDI,VIALE DELLA RIMEMBRANZA 1,15040,,
AL,MASIO,1,SCUOLA D'INFANZIA,60011239,ALAA81803P,A. MANZONI,STRADA COLLINA 29,15024,VIA FULVIA,
AL,MASIO,2,SCUOLA PRIMARIA,60011240,ALEE81803X,G. POGGIO,PIAZZA ITALIA 1,15024,VIA FULVIA,
AL,MELAZZO,1,SCUOLA D'INFANZIA,60011241,ALAA810056,MATERNA SAN GUIDO,VIA DELLOCCHIO 10/C,15010,,ALTA VALLE ORBA VALLE ERRO E BORMIDA DI SPIGNO
AL,MELAZZO,2,SCUOLA PRIMARIA,60011242,ALEE810028,G. D'ALFONSO,VIA DELLOCCHIO 10/C,15010,,ALTA VALLE ORBA VALLE ERRO E BORMIDA DI SPIGNO
AL,MIRABELLO MONFERRATO,1,SCUOLA D'INFANZIA,60011243,ALAA823014,DI MIRABELLO M.TO,VIA MARIA AUSILIATRICE 7,15040,,
AL,MIRABELLO MONFERRATO,2,SCUOLA PRIMARIA,60011244,ALEE82306E,DI MIRABELLO M.TO,VIA MARIO TALICE 2/4,15040,,
AL,MOLARE,1,SCUOLA D'INFANZIA,60011245,ALAA808023,DI MOLARE,VIA SANTURARIO,15074,,ALTA VALLE ORBA VALLE ERRO E BORMIDA DI SPIGNO
AL,MOLARE,2,SCUOLA PRIMARIA,60011246,ALEE808028,G. MARCONI,VIALE SANTUARIO,15074,,ALTA VALLE ORBA VALLE ERRO E BORMIDA DI SPIGNO
AL,MOLARE,3,SCUOLA SEC. I GRADO,60011247,ALMM808016,CAMPOROTONDO,VIA SANTUARIO,15074,,ALTA VALLE ORBA VALLE ERRO E BORMIDA DI SPIGNO
AL,MOLINO DEI TORTI,1,SCUOLA D'INFANZIA,60011248,ALAA82002N,DI MOLINO DEI TORTI,VIA SORELLE CARENA 7,15050,,
AL,MOLINO DEI TORTI,2,SCUOLA PRIMARIA,60011249,ALEE82003X,ALESSANDRO MANZONI,VIA ROMA 109,15050,,
AL,MOMBELLO MONFERRATO,2,SCUOLA PRIMARIA,60011250,ALEE811035,DI MOMBELLO,VIA ROMA 57,15037,COLLI E CASTELLI DEL MONFERRATO,
AL,MONTALDO BORMIDA,1,SCUOLA D'INFANZIA,60011251,AL1A020006,SCHIAVINA,VIA PADRE SCHIAVINA 5,15010,UNIONE DEI CASTELLI TRA L'ORBA E LA BORMIDA,
AL,MONTECHIARO D'ACQUI,1,SCUOLA D'INFANZIA,60011252,ALAA810023,A. MONTI,PIAZZA EUROPA 14,15010,,ALTA VALLE ORBA VALLE ERRO E BORMIDA DI SPIGNO
AL,MONTECHIARO D'ACQUI,2,SCUOLA PRIMARIA,60011253,ALEE810039,GIUSEPPE UNGARETTI,PIAZZA EUROPA 14,15010,,ALTA VALLE ORBA VALLE ERRO E BORMIDA DI SPIGNO
AL,MORANO SUL PO,1,SCUOLA D'INFANZIA,60011254,ALAA017096,G. P. GALLO,VIA G.P. GALLO 2,15025,,
AL,MORANO SUL PO,2,SCUOLA PRIMARIA,60011255,ALEE017068,G. EMANUEL,PIAZZA PIEMONTE 2,15025,,
AL,MORNESE,1,SCUOLA D'INFANZIA,60011256,AL1A021002,MARIA AUSILIATRICE,VIA M. FERRETTINO 18,15075,,ALTA VAL LEMME ED ALTO OVADESE
AL,MORNESE,2,SCUOLA PRIMARIA,60011257,ALEE808039,SAN GIOVANNI BOSCO,PIAZZA G. DORIA 5,15075,,ALTA VAL LEMME ED ALTO OVADESE
AL,MORNESE,3,SCUOLA SEC. I GRADO,60011258,ALMM808027,DI MORNESE,PIAZZA G. DORIA 5,15075,,ALTA VAL LEMME ED ALTO OVADESE
AL,MORSASCO,1,SCUOLA D'INFANZIA,60011259,ALAA011042,M. BOCCACCIO,VIA ROMA,15010,ALTO MONFERRATO ACQUESE,
AL,MORSASCO,2,SCUOLA PRIMARIA,60011260,ALEE01109C,L.DA VINCI,VIA MATTEOTTI 10,15010,ALTO MONFERRATO ACQUESE,
AL,MURISENGO,1,SCUOLA D'INFANZIA,60011261,ALAA81102V,LUIGI ED EMILIA LAVAZZA,VIA GUGLIELMO MARCONI 20,15020,COLLI E CASTELLI DEL MONFERRATO,
AL,MURISENGO,2,SCUOLA PRIMARIA,60011262,ALEE811046,G. MARCONI,VIA SAN PIETRO 2,15020,COLLI E CASTELLI DEL MONFERRATO,
AL,MURISENGO,3,SCUOLA SEC. I GRADO,60011263,ALMM811012,G. MARCONI,VIA SAN PIETRO 2,15020,COLLI E CASTELLI DEL MONFERRATO,
AL,NOVI LIGURE,1,SCUOLA D'INFANZIA,60011264,AL1A02200T,S. G. BOSCO,VIA S. GIOVANNI BOSCO 97,15067,,
AL,NOVI LIGURE,1,SCUOLA D'INFANZIA,60011265,ALAA024077,VIA SOLFERINO,VIA SOLFERINO 26,15067,,
AL,NOVI LIGURE,1,SCUOLA D'INFANZIA,60011266,ALAA024066,VIA TERRACINI,VIA TERRACINI 1,15067,,
AL,NOVI LIGURE,1,SCUOLA D'INFANZIA,60011267,ALAA023048,ARCOBALENO,VIA IV NOVEMBRE,15067,,
AL,NOVI LIGURE,1,SCUOLA D'INFANZIA,60011268,ALAA02504X,PIEVE,PIAZZALE PIEVE 5,15067,,
AL,NOVI LIGURE,1,SCUOLA D'INFANZIA,60011269,ALAA02503V,BUOZZI,VIA BUOZZI 9,15067,,
AL,NOVI LIGURE,1,SCUOLA D'INFANZIA,60011270,ALAA023059,GARIBALDI,VIALE SAFFI 44,15067,,
AL,NOVI LIGURE,2,SCUOLA PRIMARIA,60011271,ALEE02301A,G. PASCOLI,CORSO ITALIA 56,15067,,
AL,NOVI LIGURE,2,SCUOLA PRIMARIA,60011272,ALEE02408D,MARTIRI DELLA BENEDICTA,VIA URBANO RATTAZZI 7,15067,,
AL,NOVI LIGURE,2,SCUOLA PRIMARIA,60011273,ALEE02409E,VIA ONETO,VIA G. ONETO 5,15067,,
AL,NOVI LIGURE,2,SCUOLA PRIMARIA,60011274,ALEE025034,M.L. ZUCCA,VIA G. VERDI 113,15067,,
AL,NOVI LIGURE,2,SCUOLA PRIMARIA,60011275,ALEE02304D,RODARI,VIALE PINAN CICHERO 44,15067,,
AL,NOVI LIGURE,3,SCUOLA SEC. I GRADO,60011276,ALMM04200N,A. DORIA,VIALE SAFFI 51,15067,,
AL,NOVI LIGURE,3,SCUOLA SEC. I GRADO,60011277,ALMM08600B,G. BOCCARDO,VIA AURELIO FERRANDO SCRIVIA 24,15067,,
AL,NOVI LIGURE,3,SCUOLA SEC. I GRADO,60011278,ALMM04200N,A. DORIA SUCC. RODARI,VIALE PINAN CICHERO 18,15067,,
AL,NOVI LIGURE,4,IST. PROF. SERV. COMM. TURIS. PUBBL.,60011279,ALRC03000C,BOCCARDO,VIALE SAFFI 51,15067,,
AL,NOVI LIGURE,4,IST. TECNICO COMMERCIALE,60011280,ALTD070006,DI NOVI LIGURE,VIALE SAFFI 51,15067,,
AL,NOVI LIGURE,4,I. T. INDUSTRIALE/I.T. SETT TECNOLOGICO,60011281,ALTF030002,G. CIAMPINI,VIA G. VERDI 44,15067,,
AL,NOVI LIGURE,4,I. T. INDUSTRIALE/I.T. SETT TECNOLOGICO,60011282,ALTF03050B,CIAMPINI - SERALE,VIA VERDI 44,15067,,
AL,NOVI LIGURE,4,LICEO CLASSICO,60011283,ALPS050005,A. DORIA,VIALE AURELIO SAFFI 51,15067,,
AL,NOVI LIGURE,4,LICEO SCIENTIFICO,60011284,ALPS050005,AMALDI,VIA MAMELI 9,15067,,
AL,OCCIMIANO,1,SCUOLA D'INFANZIA,60011285,AL1A02300N,MARIA AUSILIATRICE,VIA ROMA 1,15040,,
AL,OCCIMIANO,2,SCUOLA PRIMARIA,60011286,ALEE82205N,TEN. CAVALLI E CADUTI PER PATRIA,VIA SOMMEILLER 28,15040,,
AL,OCCIMIANO,3,SCUOLA SEC. I GRADO,60011287,ALMM82202D, DON MILANI,VIA GERBIDA 12,15040,,
AL,OTTIGLIO,1,SCUOLA D'INFANZIA,60011288,ALAA823058,DI OTTIGLIO,VIA ASILO 5,15038,,
AL,OVADA,1,SCUOLA D'INFANZIA,60011289,AL1A025009,CONIUGI FERRANDO,VIA P. NENNI 20,15076,,
AL,OVADA,1,SCUOLA D'INFANZIA,60011290,AL1A02400D,MADRI PIE,VIA BUFFA 6,15076,,
AL,OVADA,1,SCUOLA D'INFANZIA,60011291,ALAA027121,GIOVANNI PAOLO II,VIA DANIA 26/A,15076,,
AL,OVADA,1,SCUOLA D'INFANZIA,60011292,ALAA02706N,DI VIA DUCHESSA DI GALIERA,STRADA PRIVATA 2,15076,,
AL,OVADA,2,SCUOLA PRIMARIA,60011293,ALEE82101N,PADRE ANDREA DAMILANO,PIAZZA BAUSOLA 3,15076,,
AL,OVADA,2,SCUOLA PRIMARIA,60011294,ALEE02720G,GIOVANNI PAOLO II,VIA DANIA 26/A,15076,,
AL,OVADA,3,SCUOLA SEC. I GRADO,60011295,ALMM82101L,SANDRO PERTINI,VIA DUCHESSA DI GALLIERA 2,15076,,
AL,OVADA,3,SCUOLA SEC. I GRADO,60011296,AL1M00700V,S. CATERINA MADRI PIE,VIA GIAN DOMENICO BUFFA 6,15076,,
AL,OVADA,4,EX ISTITUTO E SCUOLA MAGISTRALE,60011297,ALPM02500D,S. CATERINA MADRI PIE,VIA BUFFA 6,15076,,
AL,OVADA,4,IST. TECNICO COMMERCIALE,60011298,ALTD00701Q,VINCI,VIA PASTORINO 12,15076,,
AL,OVADA,4,I. T. INDUSTRIALE/I.T. SETT TECNOLOGICO,60011299,ALTF007012,C. BARLETTI,VIA DUCHESSA DI GALLIERA 91,15076,,
AL,OVADA,4,LICEO SCIENTIFICO,60011300,ALPS00701X,B. PASCAL,VIA PASTORINO 12,15076,,
AL,OVIGLIO,1,SCUOLA D'INFANZIA,60011301,AL1A026005,DI OVIGLIO,VIA PAGLIARI 5,15026,,
AL,OVIGLIO,2,SCUOLA PRIMARIA,60011302,ALEE818041,E. GORRETA,PIAZZA UMBERTO I 2,15026,,
AL,OZZANO MONFERRATO,1,SCUOLA D'INFANZIA,60011303,ALAA814019,AI CADUTI DELLA PATRIA,VIA PERBOCCA 6,15039,UNIONE COLLINARE DEL MONFERRATO,
AL,OZZANO MONFERRATO,2,SCUOLA PRIMARIA,60011304,ALEE81402G,OZZANO M.TO,VIA L. RAFFALDI 4,15039,UNIONE COLLINARE DEL MONFERRATO,
AL,OZZANO MONFERRATO,3,SCUOLA SEC. I GRADO,60011305,ALMM81403G,CARLO VIDUA,VIA L. RAFFALDI 4,15039,UNIONE COLLINARE DEL MONFERRATO,
AL,PASTURANA,1,SCUOLA D'INFANZIA,60011306,ALAA024099,L. DA VINCI,VIA VECCHIA DI POZZOLO 10,15060,,
AL,PASTURANA,2,SCUOLA PRIMARIA,60011307,ALEE024038,L. DA VINCI,VIA PERTINI 1,15060,,
AL,PECETTO DI VALENZA,1,SCUOLA D'INFANZIA,60011308,ALAA037046,MENADA,VIA ROMA 2/A,15040,,
AL,PECETTO DI VALENZA,2,SCUOLA PRIMARIA,60011309,ALEE03703A,C. ORSINI,PIAZZA ITALIA 1,15040,,
AL,PIOVERA,1,SCUOLA D'INFANZIA,60011310,AL1A04400P,DON MARCO SAMBUELLI,VIALE DE AMICIS 2,15040,,
AL,PONTECURONE,1,SCUOLA D'INFANZIA,60011311,ALAA03502C,OTTAGGI FORNAJA,VIA CAVOUR 36,15055,,
AL,PONTECURONE,2,SCUOLA PRIMARIA,60011312,ALEE03501L,E.DE AMICIS,VIA ROMA 63,15055,,
AL,PONTECURONE,3,SCUOLA SEC. I GRADO,60011313,ALMM82001R,ZANARDI - BONFIGLIO,VIA ROMA 65,15055,,
AL,PONTESTURA,1,SCUOLA D'INFANZIA,60011314,ALAA017108,PONTESTURA,CORSO XVII OTTOBRE 1,15027,,
AL,PONTESTURA,2,SCUOLA PRIMARIA,60011315,ALEE017079,C. PALAZZO,VIA VENETO 4,15027,,
AL,PONTESTURA,3,SCUOLA SEC. I GRADO,60011316,ALMM81402E,ING. PALAZZO,VIA VITTORIO VENETO 4,15027,,
AL,PONTI,1,SCUOLA D'INFANZIA,60011317,ALAA810034,DI PONTI,VIA CITTA' DI DIPIGNANO 19,15010,,ALTA VALLE ORBA VALLE ERRO E BORMIDA DI SPIGNO
AL,PONZONE,1,SCUOLA D'INFANZIA,60011318,AL1A027001,MARINETTA NEGRI DI SANFRONT,VIA S. ANNA 12,15010,,ALTA VALLE ORBA VALLE ERRO E BORMIDA DI SPIGNO
AL,PONZONE,2,SCUOLA PRIMARIA,60011319,ALEE010029,VITTORIO ALFIERI,VIA MARIO GRATAROLA 11/A,15010,,ALTA VALLE ORBA VALLE ERRO E BORMIDA DI SPIGNO
AL,POZZOLO FORMIGARO,1,SCUOLA D'INFANZIA,60011320,ALAA025051,POZZOLO FORMIGARO,VIA ODDINI 1,15068,,
AL,POZZOLO FORMIGARO,2,SCUOLA PRIMARIA,60011321,ALEE025045,E. FERMI,PIAZZA CASTELLO 3,15068,,
AL,POZZOLO FORMIGARO,3,SCUOLA SEC. I GRADO,60011322,ALMM08601C,D. ALIGHIERI,VIA DANTE 1,15068,,
AL,PREDOSA,1,SCUOLA D'INFANZIA,60011323,ALAA816044,DI PREDOSA,VIA GRAMSCI,15077,,
AL,PREDOSA,2,SCUOLA PRIMARIA,60011324,ALEE81605A,DE AMICIS,VIALE MARCONI 1,15077,,
AL,PREDOSA,3,SCUOLA SEC. I GRADO,60011325,ALMM816026,A. MORO,VIALE MARCONI 1,15077,,
AL,QUARGNENTO,1,SCUOLA D'INFANZIA,60011326,ALAA81805R,G. GAMBOA,VIA PRANDI 1,15044,,
AL,QUARGNENTO,2,SCUOLA PRIMARIA,60011327,ALEE818052,S. PELLICO,PIAZZA I MAGGIO 17,15044,,
AL,QUATTORDIO,1,SCUOLA D'INFANZIA,60011328,ALAA81806T,GARAVELLI e ROVEDA,PIAZZA MARCONI N. 1,15028,,
AL,QUATTORDIO,2,SCUOLA PRIMARIA,60011329,ALEE818063,G. MARCONI,PIAZZA MARCONI 1,15028,,
AL,RIVALTA BORMIDA,1,SCUOLA D'INFANZIA,60011330,ALAA80901T,DI RIVALTA B.DA,PIAZZA MARCONI,15010,ALTO MONFERRATO ACQUESE,
AL,RIVALTA BORMIDA,2,SCUOLA PRIMARIA,60011331,ALEE809013,G. BARETTI,VIA IV NOVEMBRE 2,15010,ALTO MONFERRATO ACQUESE,
AL,RIVALTA BORMIDA,3,SCUOLA SEC. I GRADO,60011332,ALMM809012,DI RIVALTA B.DA,VIA IV NOVEMBRE 2,15010,ALTO MONFERRATO ACQUESE,
AL,ROCCA GRIMALDA,1,SCUOLA D'INFANZIA,60011333,ALAA02711X,DI ROCCA GRIMALDA,VIA PARASIO 27,15078,,
AL,ROCCA GRIMALDA,2,SCUOLA PRIMARIA,60011334,ALEE02717B,SAN G. BOSCO,VIA PARASIO 27,15078,,
AL,ROCCHETTA LIGURE,1,SCUOLA D'INFANZIA,60011335,ALAA80502G,DI ROCCHETTA,VIA PRIVATA,15060,,VAL BORBERA E VALLE SPINTI
AL,ROCCHETTA LIGURE,2,SCUOLA PRIMARIA,60011336,ALEE80504V,G. PASCOLI,VIA PRIVATA,15060,,VAL BORBERA E VALLE SPINTI
AL,ROCCHETTA LIGURE,3,SCUOLA SEC. I GRADO,60011337,ALMM80502Q,DI ROCCHETTA L,STRADA PRIVATA 22,15060,,VAL BORBERA E VALLE SPINTI
AL,ROSIGNANO MONFERRATO,2,SCUOLA PRIMARIA,60011338,ALEE81403L,ROSIGNANO M.TO,VIA ROMA 1,15030,,
AL,ROSIGNANO MONFERRATO,3,SCUOLA SEC. I GRADO,60011339,ALMM81401D,ROSIGNANO M.TO,VIA CASTELLI 1,15030,,
AL,ROSIGNANO MONFERRATO,4,IST. TECNICO AGRARIO,60011340,ALTA01401C,VINCENZO LUPARIA,VIA LUPARIA 14,15030,,
AL,SALE,1,SCUOLA D'INFANZIA,60011341,ALAA82001L,DI SALE,VIA COLOMBAROLA 3,15045,,
AL,SALE,2,SCUOLA PRIMARIA,60011342,ALEE82001T,C. GIACOMINI,VIA BELLISOMI 58,15045,,
AL,SALE,3,SCUOLA SEC. I GRADO,60011343,ALMM82002T,R. SINEO,VIA BELLISOMI 62,15045,,
AL,SAN CRISTOFORO,1,SCUOLA D'INFANZIA,60011344,AL1A02900L,BAMBI,VIA IRMO FERRARI 16,15060,,
AL,SAN CRISTOFORO,2,SCUOLA PRIMARIA,60011345,ALEE80609X,MARCH. LUISA SPINOLA,VIA IRMO FERRARI 16/C,15060,,
AL,SAN GIORGIO MONFERRATO,1,SCUOLA D'INFANZIA,60011346,ALAA81403B,SAN GIORGIO M.TO,VIA ALDO SANLORENZO 2,15020,UNIONE COLLINARE DEL MONFERRATO,
AL,SAN GIORGIO MONFERRATO,2,SCUOLA PRIMARIA,60011347,ALEE81404N,SAN GIORGIO M.TO,STRADA MONTA',15020,UNIONE COLLINARE DEL MONFERRATO,
AL,SAN SALVATORE MONFERRATO,1,SCUOLA D'INFANZIA,60011348,AL1A03000R,ISTITUTO S. GIUSEPPE,VIA BOERI 8,15046,,
AL,SAN SALVATORE MONFERRATO,1,SCUOLA D'INFANZIA,60011349,ALAA03608E,U. OLLEARO,VIA CAVALLI 17,15046,,
AL,SAN SALVATORE MONFERRATO,2,SCUOLA PRIMARIA,60011350,ALEE03601C,U. OLLEARO,VIA F. CAVALLI 17,15046,,
